SensorID,Timestamp,ReadingValue
2,2020-01-11 10:30:00+00:00,161.38
2,2020-01-11 11:00:00+00:00,161.18
2,2020-01-11 11:30:00+00:00,156.46
2,2020-01-11 12:00:00+00:00,157.31
2,2020-01-11 12:30:00+00:00,159.7
2,2020-01-11 13:00:00+00:00,165.01
2,2020-01-11 13:30:00+00:00,165.01
2,2020-01-11 14:00:00+00:00,162.34
2,2020-01-11 14:30:00+00:00,165.01
2,2020-01-11 15:00:00+00:00,154.75
2,2020-01-11 15:30:00+00:00,161.08
2,2020-01-11 16:00:00+00:00,165.01
2,2020-01-11 16:30:00+00:00,188.3
2,2020-01-11 17:00:00+00:00,165.01
2,2020-01-11 17:30:00+00:00,187.9
2,2020-01-11 18:00:00+00:00,187.46
2,2020-01-11 18:30:00+00:00,164.05
2,2020-01-11 19:00:00+00:00,157.88
2,2020-01-11 19:30:00+00:00,162.56
2,2020-01-11 20:00:00+00:00,155.91
2,2020-01-11 20:30:00+00:00,187.9
2,2020-01-11 21:00:00+00:00,165.01
2,2020-01-11 21:30:00+00:00,165.01
2,2020-01-11 22:00:00+00:00,164.58
2,2020-01-11 22:30:00+00:00,163.31
2,2020-01-11 23:00:00+00:00,163.58
2,2020-01-11 23:30:00+00:00,155.51
1,2020-01-12 00:00:00+00:00,155.88
1,2020-01-12 00:30:00+00:00,154.81
1,2020-01-12 01:00:00+00:00,140.78
1,2020-01-12 01:30:00+00:00,128.11
1,2020-01-12 02:00:00+00:00,126.93
1,2020-01-12 02:30:00+00:00,121.09
1,2020-01-12 03:00:00+00:00,121.08
1,2020-01-12 03:30:00+00:00,121.08
1,2020-01-12 04:00:00+00:00,120.28
1,2020-01-12 04:30:00+00:00,121.11
1,2020-01-12 05:00:00+00:00,139.13
1,2020-01-12 05:30:00+00:00,140.08
1,2020-01-12 06:00:00+00:00,147.85
1,2020-01-12 06:30:00+00:00,153.0
1,2020-01-12 07:00:00+00:00,157.17
1,2020-01-12 07:30:00+00:00,153.02
1,2020-01-12 08:00:00+00:00,163.51
1,2020-01-12 08:30:00+00:00,183.88
1,2020-01-12 09:00:00+00:00,163.44
1,2020-01-12 09:30:00+00:00,165.01
2,2020-01-12 10:00:00+00:00,165.01
2,2020-01-12 10:30:00+00:00,165.01
2,2020-01-12 11:00:00+00:00,165.01
2,2020-01-12 11:30:00+00:00,165.01
2,2020-01-12 12:00:00+00:00,165.01
2,2020-01-12 12:30:00+00:00,165.01
2,2020-01-12 13:00:00+00:00,165.01
2,2020-01-12 13:30:00+00:00,165.01
2,2020-01-12 14:00:00+00:00,138.79
2,2020-01-12 14:30:00+00:00,143.2
2,2020-01-12 15:00:00+00:00,165.01
2,2020-01-12 15:30:00+00:00,165.01
2,2020-01-12 16:00:00+00:00,165.01
2,2020-01-12 16:30:00+00:00,188.45
2,2020-01-12 17:00:00+00:00,133.47
2,2020-01-12 17:30:00+00:00,189.67
2,2020-01-12 18:00:00+00:00,191.03
2,2020-01-12 18:30:00+00:00,188.79
2,2020-01-12 19:00:00+00:00,188.33
2,2020-01-12 19:30:00+00:00,190.71
2,2020-01-12 20:00:00+00:00,168.91
2,2020-01-12 20:30:00+00:00,145.46
2,2020-01-12 21:00:00+00:00,132.49
2,2020-01-12 21:30:00+00:00,165.01
2,2020-01-12 22:00:00+00:00,145.29
2,2020-01-12 22:30:00+00:00,165.01
2,2020-01-12 23:00:00+00:00,155.55
2,2020-01-12 23:30:00+00:00,150.08
